,name,cupping,cupping_notes,decaf,description,flavors,link,origin,overall_score,process,site
259,Sulawesi Wet Hulled Latimojong,"{'Body': '9', 'Brightness': '7.5', 'Clean Cup': '7.2', 'Complexity': '9.5', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.3', 'Uniformity': '8', 'Wet Aroma': '8.5'}","Litimojong is a high caliber wet hulled coffee, and the timing of the arrival is near perfect as our Sumatra inventory has dwindled. It has a very sweet smell of brown sugars, along with a note of cooked squash, that pairs well together. At City+ and Full City, the intense aroma is filled out with brown sugar sweetness, accented by a nice sweet tobacco note that adds interest, along with an underlying earth tone and bittersweetness that signify process method. The cup has a type of nice, rustic sweetness that we often tag as brown rice syrup, or maybe a bit more like palm and date sugars. It's a lingering sweetness that has rustic earthiness just beneath the surface. City roast level is a tad too light for Latimojong. City+ is where you'll find a well rounded sweetness that is offset by a fair amount of chocolate roast bittering, some mild herbal notes that remind me of coffee from Lintong, Sumatra. There's a woodsy quality, like cedar, that adds to the complex aroma and aftertaste. Full City+ roasts dial up the bittersweetness quite a bit, and the brew has a really nice mix of inky body, and flavor profile of smoked dark chocolate, and tarragon accent.",False,"Litimojong is a high caliber wet hulled coffee, palm and date sugars, rustic earthiness just beneath the surface, intense chocolate roast bittering, herbal aromatics, and a woodsy cedar note. City+ to French. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}",https://www.sweetmarias.com/sulawesi-wet-hulled-latimojong-7274.html,Sulawesi,86.9,Wet Hulled (Giling Basah),SM
260,Sumatra Aceh Bebesen Aulia,"{'Body': '9', 'Brightness': '8.3', 'Clean Cup': '8.3', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.2', 'Wet Aroma': '8.6'}","It's pretty apparent from the outset that this is not your typical Aceh coffee. The dry fragrance is uniquely clean for Sumatran coffee, with sweetnes of malted grain and caramel, a host of complex sugars, and hint of baked apple. The wet aroma includes traces of tobacco and some soft earth notes that you'd rightly associate with Sumatran coffee, but is moreso dominated by caramelizing sugar smells, brown sugars, and a hint of nutmeg spice. The cup is an example of wet-hulled coffee processed incredibly well, all that extra effort Aulia has put into quality control at his mill really paid off in the cup. -The sweetness has both clean and earth-toned accents, and the finish is devoid of dank, musty off-notes found in the average Sumatran coffee. The cup cools to complex sweetness of molasses and Manuka honey (""medicinal"" honey), with hefty cocoa flavors in the backend. The coffee displays strong chocolate bittering at City+ and Full City, interspersed with dried fruit notes, like red raisin, and surprisingly modest brightess for Sumatra.",False,"Not your typical Aceh coffee, traces of tobacco and earth are overpowered by clean complex sugars, Manuka honey, dried fruit accents, hefty cocoa flavors, and surprisingly modest brightness. City+ to Full City+. Good for espresso.","{'Berry': '1.5', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '1', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-aceh-bebesen-aulia-7097.html,Sumatra,87.5,Wet Hulled (Giling Basah),SM
261,Sumatra Dry Process Gunung Tujuh,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.7', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '9.1', 'Sweetness': '9', 'Uniformity': '8.2', 'Wet Aroma': '9.2'}","What an interesting and unique Sumatra cup, the process method bringing out dried, sticky fruit flavors, amidst herbal and earth-toned notes we tend to associate to the Sumatran coffee. The dry fragrance and aroma have a sweetness of palm sugar, with intense fruit notes of dried plum and cherry, and a hint of basil too. The cup is incredible and so complex, not to mention atypical for the coffees we're used to tasting from Sumatra! It boasts complex fruit flavors, like strawberry jam, something like freeze-dried strawberry too (like what's in granola), fig bar filling, natural dried date, cherry pulp, along with a root-y sweetness of sarsaparilla. There's an almond-like note in the aroma as well, and cocoa nibs in the aftertaste that leave a long, pleasant bittersweetness in the finish. This is an intense brew with body to match, and while my darkest roast was Full City, I imagine Full City+ will capture quite a bit more of the bittersweet side this coffee is capable of producing with a little less fruit.",False,"Fruit flavors of strawberry jam, fig bar filling, natural dried date, cherry pulp, a root-y sweetness of sarsaparilla, herbaceous aroma, and pleasant bittersweetness in the finish. Such an interesting Sumatran coffee! City to Full City.","{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-dry-process-gunung-tujuh-7103.html,Sumatra,88.4,Dry Process (Natural),SM
262,Sumatra Dry Process Kerinci Pendekar,"{'Body': '9.3', 'Brightness': '7.7', 'Clean Cup': '7.3', 'Complexity': '9.3', 'Dry Fragrance': '8.7', 'Finish': '7.7', 'Flavor': '9', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.8'}","What an interesting and unique Sumatra cup, the process method bringing out sticky fruit flavors that are very ""dry process"", amidst herbal and earth-toned notes we tend to associate to the Sumatran coffee. The dry fragrance and aroma have a sweetness of palm sugar, with intense bittersweetness, dried date, and a hint of basil too. The cup shows incredible complexity, and an atypical flavor profile for the coffees we're used to tasting from Sumatra! It boasts complex fruit flavors, like freeze dried berries, fig jam, and date paste, along with a root-y sweetness of sarsaparilla. The fruits come up in intensity as the coffee cools, adding some rustic fruits to the list of flavor notes, like dried tamarind, and cherimoya. There's an aromatic wood note in the aroma as well, and rustic cocoa nibs that leave an earth toned bittersweetness in the finish. This is an intense brew with body to match, and while my darkest roast was Full City, I imagine Full City+ will capture quite a bit more of the bittersweet side this coffee is capable of producing with a little less fruit, though I doubt you can roast it out altogether!",False,"Atypical flavor profile for Sumatra, with complex fruit flavors like freeze dried berry, fig jam, date paste, and dried tamarind, with earth toned cocoa, sarsaparilla, creamy body, and aromatic wood note in the finish. City+ to Full City+.","{'Berry': '3', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/sumatra-dry-process-kerinci-pendekar-7374.html,Sumatra,88,Dry Process (Natural),SM
263,Sumatra Dry Process Ribang Gayo,"{'Body': '9.2', 'Brightness': '7.7', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '7.8', 'Flavor': '8.6', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '8.7'}","I suspect this coffee will be polarizing for some, but what Sumatra isn't? The difference here is that this isn't simply an earthy, low-toned Sumatra. Not that there's anything wrong with those, I enjoy a nice wet hulled coffee myself! But dry processing has no doubt imparted fruit flavors and winey aromatics on the cup profile, and this lot exemplifies what an impact dry processing has on flavor in general (especially if you tried the wet hulled Ribang Gayo we sold earlier in the year). The smells are intense, spiced fruitcake to musky papaya, with foresty notes that hint at woody bark and a sweet, sort of compost-like hint. In the cup, we picked up on flavors of fermented banana, cherry, berry reductions, prune, pine wood, dusky peat, tarragon herbal notes, and a whole lot more. The rustic fruit brought to mind ""Djimma"" like, Ethiopian fruitiness, rather than a Sumatran cup. My City+ roast had some honey-nut underneath as well that come together with the 'fruity' flavors like granola and fruit. Full City roasts produce a much darker roast flavors that are accented by fleshy plum fruit, and coconut pulp. ",False,"Dry processing has quite an impact on flavors, spiced fruitcake aromatics, fermented banana, cherry, berry reductions, prune, pine, dusky peat, tarragon, granola, chocolate roast flavors, and coconut pulp. City+ to Full City+.","{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3.5', 'Honey': '1.5', 'Nuts': '2', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-dry-process-ribang-gayo-7096.html,Sumatra,87.1,Dry Process (Natural),SM
264,Sumatra Honey Process Bebesen Aulia,"{'Body': '9.2', 'Brightness': '8.3', 'Clean Cup': '8', 'Complexity': '9', 'Dry Fragrance': '8.6', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.2', 'Wet Aroma': '8.7'}","Contrary to what some might think, Sumatran coffees are not a monolith of flavor. It's not surprising that some might think they are, being that most of what's available are traditional wet-hulled types, with their characteristic earthy, rustic flavor profiles. But this honey-processed Sumatra is anything but typical. It promises mild fruit flavors in the cup, and a more refined sweetness than any wet hulled coffees we've tasted. The dry fragrance at City roast level has a smell of dark sugars accented by herbal notes, and hints of pulpy fruits. The wet aroma is saturated with caramelized sweetness, toasted marshmallow, hints of dark honey, and cooked raisin. The underlying sweetness in the cup has characteristics of raw honey and dried fruits, with bittering cocoa being of equal magnitude, though nicely balanced. The flavor notes parsed out as chocolate coated raisin, a hint of dried cherry, green bell pepper, with traces of tannic black tea and rustic date sugar in the aftertaste. Full City roasts advance the dark cocoa low tones even further, that are offset by a fruited sweetness, albeit milder than lighter roasts.",False,"Honey processing makes for such a unique Sumatra coffee, dark honey, date sugar, dried fruit, bittering cocoa, notes of chocolate coated raisin, herbal accents, and traces of tannic tea. City to Full City+. Good for espresso.","{'Berry': '2.5', 'Body': '4', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-honey-process-bebesen-aulia-7376.html,Sumatra,88,Honey Process,SM
265,Sumatra Honey Process Kerinci,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.9', 'Dry Fragrance': '8.7', 'Finish': '8.6', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '8.8'}","The ground coffee at City+ roast level had an enticing smell of caramel, complex caramelized sugars, and a 'dulce de lece' type creme caramels. The wet aromatics are sweet, with a subtle herbal note accenting a mix of caramel sauce and dark cocoa cookie. The cup cools to whole host of unrefined sugar flavors like dark brown sugar, barley malt, and a honey flavor that also marks the aroma. City+ roasts highlight a brighter cup character (especially for Sumatra), with something like citrus rind offering a bittering-bright contrast to the sweetness, and connecting to lighter roast cacao nib bittering in the aftertaste. We also picked up on a little almond essence in the aftertaste at this roast level. Full City roasts bring out body and broader bittersweet flavors, but with matched sweetness like toasted raw sugar. This honey process Sumatra has a remarkably clean flavor profile, devoid of herbaceous and earth tones. I cupped it alongside one of our wet process Xinabajul Guatemalas and found that it shared more in common with that coffee than most Sumatran coffees we taste! Espresso shots at Full City+ are delicious too, with opaque texture, pungent roast cocoa flavors, and a fruited brightness that takes you by surprise with a twist of tamarind.",False,"Remarkably clean flavor profile (especially for Sumatra), dark brown sugar, barley malt, honey, almond essence, roasted cacao nib bittering, nice bright cup character when roasted light. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '1.5', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-honey-process-kerinci-7101.html,Sumatra,87.8,Honey Process,SM
266,Sumatra Kerinci Pendekar Coop,"{'Body': '9.3', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.7'}","This coffee from Kerinci is a lot cleaner than the typical wet-hulled coffee. The earth tones that you might expect from this process method are there, but far from overpower the cup. The fragrance and aroma produce palm sugar sweetness when roasted to City+/Full City, with dark herbal notes, and a ribbon of cocoa. Roasting Sumatra light isn't always recommended, but this coffee excelled in both dark and lighter City+ roasts. In fact, I really enjoy this coffee at the lighter end of the roast spectrum. The bittersweetness is a lot lower intensity and rustic sorghum syrup notes are folded in with a light caramel glaze, along with a mild fruit accent that has a baked apple aspect to it. Pendekar also breaks wet hulled character by offering a pleasantly mild acidity too. Developing further into Full City roast level brings out more pungent flavor elements like chocolate and burned sugars, accented by earth-toned hints of peat and burdock root - such an intense and delicious flavor profile! The finish had hints of chocolate malted grains, black pepper, and baking chocolate in the aftertaste. That bittersweetness that comes through loud and clear at Full City (and beyond) will work wonders as espresso, and also lends itself to an espresso blend as a body/bittersweet base component.",False,"Exemplary wet hulled coffee, intense cup flavors, rustic sorghum syrup, earth-toned hints, baked apple accent, bittersweet roast tones, malted grain, smokey peat and baking cocoa finish. City+ to French. Good for espresso.","{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-kerinci-pendekar-coop-7370.html,Sumatra,87.5,Wet Hulled (Giling Basah),SM
267,Sumatra Kerinci Tujuh Cooperative,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '8.2', 'Complexity': '9', 'Dry Fragrance': '8.5', 'Finish': '8', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '7.8', 'Wet Aroma': '8.7'}","This coffee from Kerinci is a lot cleaner than the typical wet-hulled coffee, the earth tones that you might expect are there, but far from overpower the cup. The fragrance and aroma produce molasses-like sweetness when roasted to City+/Full City, sorghum, rye bread dough, and a ribbon of chocolate. Roasting Sumatra light isn't always recommended, but this coffee excelled in both dark and lighter City+ roasts. In fact, I really enjoy this coffee at the lighter end of the roast spectrum. The bittersweetness is a lot lower intensity and rustic rice syrups are folded in with a light caramel glaze, along with a mild fruit accent that's hard to pinpoint exactly. My Full City roast had great tasting pungent flavor elements like chocolate and burned sugars, accented by earth-toned hints of peat and burdock root - such an intense and delicious flavor profile! The finish had hints of rye, raisin, black pepper, and baking chocolate accents. That bittersweetness that comes through loud and clear at Full City (and beyond) will work wonders as espresso, and also lends itself to an espresso blend as a body/bittersweet base component.",False,"A clean example of wet hulled coffee, intense cup flavors, rice syrup, caramel glaze, mild fruit, earth-toned hints of peat and burdock root, rich chocolate roast tones, rye, raisin, and spiced finish. City+ to French. Good for espresso.","{'Berry': '1', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-kerinci-tujuh-cooperative-7099.html,Sumatra,87.8,Wet Hulled (Giling Basah),SM
268,Sumatra Lintong Mutu Batak,"{'Body': '9.5', 'Brightness': '7.5', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '7.8', 'Finish': '7.5', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '8', 'Wet Aroma': '8.3'}","Mutu Batak is a potent smelling coffee, earthy and with a rustic-tinged sweetness from front to back. The dry grounds give off sweet caramel notes, a pipe tobacco accent, and a savory umami hint. The wet aroma is marked by smells I tend to associate with Lintong coffee, rustic palm sugar and some green mossy hints, along with an intense bittersweetness that pulls all the outlier aspects closer to the ground. City+ and Full City roasts have plenty of earth appeal, pungent date and palm sugar-like sweetness, contemplative earth tones, and indications of peat/scotch and sharp tobacco mark the aroma and finish. Bittering cacao gains momentum as the coffee cools down, and is especially the case in Full City/Full City+ roasts, which I fully endorse. Some of that earth toned sweetness is still very much present with 2nd snaps, adding some interest to the opaque roast tones, and an accent of licorice root marks the aftertaste. We recommend letting this coffee rest for at least 24 hours, if not 48.",False,"Earth-toned sweetness, rustic date and palm sugars, pungent bittersweetness, raw cacao, sharp tobacco, peat/scotch aromatic accent, inky thick body, licorice hint. City+ to French. Good for espresso.","{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '3.5', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/sumatra-lintong-mutu-batak-7300.html,Sumatra,86.5,Wet Hulled (Giling Basah),SM
269,Sumatra Lintong Pak Joner,"{'Body': '9.3', 'Brightness': '8.2', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '8', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '7.8', 'Wet Aroma': '8.5'}","The dry fragrance has an unrefined sweetness, and forest smells lead to fresh and dried herbals in aroma. Adding hot water lifts intense bittersweetness in the steam, like high cocoa solids chocolate and baking cocoa, with some green herbal notes, and understated note of brown rice syrup. The cup has a nice bittersweetness in medium and dark roasts, convincing dark chocolates that have a pleasant bittering quality, and are accented by rustic palm sugar, and orange oil hint that adds an acidic impression to the profile. The aroma is marked by earthy peat, like an aged single malt scotch. The coffee cools to a complex array of flavor and aroma that are uniquely Sumatran; leathery sweetness, tobacco, shiso leaf, and aromatic cedar. Full City roast levels promise a chocolate-laden brew, with more rustic sweetness underneath, and finishes with aromatic foresty notes, cedar, and raw cacao nibs in the long aftertaste. This Sumatra makes an interesting, and intense espresso shot as well, but perhaps best in a blend rather than as single origin espresso.",False,"Complex earth tones and intense bittersweetness of high % cacao bar and bakers chocolate, accents of rustic palm sugar, peat-like scotch note, tobacco, leathery sweetness, aromatic cedar, and an orange oil hint. City+ to French.","{'Berry': '0', 'Body': '4.5', 'Caramel': '1.5', 'Citrus': '1.5', 'Cocoa': '5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '4', 'Spice': '2', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-lintong-pak-joner-7288.html,Sumatra,87,Modern Hybrids,SM
270,Sumatra Lintong Sigumpar Village,"{'Body': '9.5', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.3', 'Wet Aroma': '8.7'}","Many of the characteristics we attribute to being ""classic"" Lintong flavors come through loud and clear in this coffee from Sigumpar Village, as do atypical aspects of fruit and sugars. The fragrance and aroma have sweet smells that fall somewhere in between palm sugar and molasses, and are lined with sweet herbal notes, and an interesting accent of cooked fruit. The underlying sweetness is on the rustic side and has layered flavor notes of date and palm sugars, brown rice syrup, and black strap molasses. As you move through the cup, earth and herbal notes come through like sweet pipe tobacco and Ricola herbal cough drops. The cup has a rustic aroma that conjures walking into a humidor room at a tobacconist, as well as notes of smokey peat, and fresh basil. Full City roasts make a strong show of intense roast bittering that adds thick slabs of cocoa to the profile, and the long finish yields hints of licorice root, and sandalwood incense. If you're a fan of Sumatran espresso, Sigumpar is a no brainer and will yield an intensely bittersweet, viscous shot.",False,"A complex Sumatra with syrupy sweetness, rustic earth and herbal notes, date sugar, Ricola, pipe tobacco, aromatic sandalwood. Intense chocolate roast bittering when roasted dark. City+ to Full City+. Good for espresso.","{'Berry': '1', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-lintong-sigumpar-village-7092.html,Sumatra,87.5,Wet Hulled (Giling Basah),SM
271,Sumatra Raja Batak Peaberry,"{'Body': '9.5', 'Brightness': '8.1', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '8', 'Finish': '7.7', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.3'}","The sweetness smelled in the dry fragrance has the rustic pungency of brown rice syrup, with a hint of butterscotch, and pipe tobacco accents. Both City+ and Full City roasts produce potent aromatics, mixing earth-toned smells, with woody accents, and some sugar browning sweetness. The cup profile is complex and rustic, pungent sweetness of toasted sugar augmented by more earth-toned natural sweeteners like coconut palm sugar. The middle and finish are filled out with leathery notes, with aromatic hints of sage, cedar, and burdock root adding an herbaceous aspect to the flavors. Full City roasts are brimming with bittering cacao/unsweetened chocolate flavors, and as the coffee cools, top notes like of tobacco leaf and peat show Lintong-like flavor character (kind of has a nice aged Scotch aroma without the booze). Body is thick, so viscous and syrupy, stretching out the complex array of flavors for a very long time. Once again, my favorite brewed cups were in the City+ to Full City roast range, where earth tones are balanced out some by the rustic syrupy sweetness, and a mild acidic impression helps to connect the cup flavors together. We find that allowing wet-hulled Sumatran coffees to rest for at least 48 hours after roasting helps the flavors to coalesce as well.",False,"Classic Lintong character, coconut palm sugar sweetness is accented by rooty earth notes, peat, tobacco, leather, cedar, cacao, and sage, and viscous body leads to a long aftertaste. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2.5', 'Sugars': '3'}",https://www.sweetmarias.com/sumatra-raja-batak-peaberry-7299.html,Sumatra,87.1,Wet Hulled (Giling Basah),SM
272,Sumatra Ribang Gayo,"{'Body': '9.5', 'Brightness': '8', 'Clean Cup': '8.2', 'Complexity': '9.6', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '8.8'}","This coffee is a fun one to categorize in terms of flavor collections for the sorting tool on our green coffee list. You'll see that it shows up under the ""Fruited"" flavor collections, because light roasts most certainly express a fair amount of delicious fruit flavor profiles along with the rest. But like all wet hulled Sumatra's, it also falls under ""Earth and Forest"" as well, though there's much more to unpack here than simply earth toned sweetness. We've only carried dry process coffee from Ribang Gayo in the past, and this traditional wet hulled lot has been a real joy to roast and brew, packed with a unique array of flavors, and deserving of every one of those 88 points! City roasts present a thick-bodied cup, with the eathy-sweet aroma and flavor of natural palm sugar. Dark fruit flavors come through as the cup cools, presenting a rustic grape note (muscat?), and something akin to fermented blackberry. The sweetness level is quite intense (9!), and so is the aforementioned thick-as-a-brick body (9.5!). Earth tones are definitely 'there', and should be given process method. But together, the profile presents unparalleled cup complexity, including aromatic wood spice, like a cedar chest interior, and both fruit flavored and sweet tobacco notes that remind me of walking into a tobacconist. Don't shy away from Full City+ either, if chocolate roast flavors are your thing. Ribang Gayo will stand up well against our most chocolate-forward offerings when roasted dark, and the accompanying syrupy body tie the whole package up nicely.",False,"Intense sweetenss of palm sugar and dark fruits, muscat grape, fermented blackberry, sweet tobacco, aromatic cedar, and waves of bittersweetness when roasted dark. City to Full City+. Good for espresso.","{'Berry': '2.5', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '2', 'Sugars': '3.5'}",https://www.sweetmarias.com/sumatra-ribang-gayo-7094.html,Sumatra,88,Wet Hulled (Giling Basah),SM
273,Sumatra Wet Process Barokah Bersama Coop,"{'Body': '8.8', 'Brightness': '8.5', 'Clean Cup': '8.4', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.6', 'Uniformity': '8.7', 'Wet Aroma': '8.7'}","Sugar browning smells come through in Barkah's dry fragrance, with complex herbal hints as well. I was taken a back by the clean sweetness found in the wet aroma, my lightest City roast pulling out aromatics of pecan pie cooked with brown sugar and cinnamon, and a restrained herbal overlay. Brewing a City+ roast yields a sweet foundation of burned sugar, caramel and toffee, along with a cinnamon coffee crumble cake note. The level of acidic impression is uncharacteristic of Sumatran coffee, channeling a citrus-like accent of orange peel. Sweet and bittering tones were neck-in-neck in both City+ and Full City roasts and subtle Thai basil note accents the finish. I found middle roasts to be medium bodied brews, while Full City thickens things up even more. Darker roasting brings cocoa bittersweetness with it as well. A rare opportunity to taste the local cultivar without the influence on flavor that traditional wet-hulled processing has.",False,"Foundation of burned sugar, caramel and toffee, along with a cinnamon coffee crumble cake, orange peel, Thai basil, chocolate bittersweets, and acidic impression atypical of Sumatran coffee. City to Full City.","{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}",https://www.sweetmarias.com/sumatra-wet-process-barokah-bersama-coop-7100.html,Sumatra,88,Wet Process (Washed),SM
274,Sumatra Wet Process Ribang Gayo,"{'Body': '8.7', 'Brightness': '8.4', 'Clean Cup': '8.2', 'Complexity': '8.4', 'Dry Fragrance': '8.4', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}","This wet process lot from Ribang Gayo is a well-balanced coffee, and a lot more refined than the standard wet hulled Indonesias. That's not a good or bad thing, really, but a fact worth pointing out since traditional processed Sumatras can be quite polarizing to coffee drinkers due to their characteristic earthy flavor profile (though we love them!). The dry grounds show molasses and caramel sweetness that leads into creamy custard, with soft herbal hints in the back end. The wet aroma is permeated with toasted sugar sweetness that resonates in the steam, along with torched sugar notes like a flambe'd dessert. Ribang Gayo boasts moderate acidity relative to the origin, with a note of apple amidst toasted sugar overtones. The cooling cup yields flavors of baked goods, with something like butternut squash cooked with brown sugar, and impacts the aftertaste too. Full City roasts develop a delectible low tones, the roast bittering bringing up an assemblage of chocolate flavors in the middle and finish. There was also an herbal note in my darker roast that brought to mind sage-infused chocolate. Delicious! I pulled two really nice shots with my Full City roast after 5 days of rest. My grind was a touch too coarse my first go, but still produced a nice flavor profile of chocolate-almond. A slight adjustment to my grinder, and I landed on a very nice flow rate for a short ristretto shot, which proved to be a tad brighter than the first one, and the chocolate/almond flavors were much more distilled down into the cream-textured liquid. I highly recommend trying this coffee as espresso!",False,"A Sumatra with balanced flavors and moderate acidity relative to the region, toasted sugar overtones, apple hint, sweet squash with brown sugar, and sage-infused chocolate when roasted dark. City to Full City+. Good for espresso.","{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/sumatra-wet-process-ribang-gayo-7378.html,Sumatra,87,Wet Process (Washed),SM
